Title,year,SJR,h-index,avg_citations
Journal of Credit Risk,2014,0.648,7,0.52
Journal of Financial Research,2014,0.647,41,0.81
International Journal of Accounting,2014,0.647,45,1.88
International Journal of Auditing,2014,0.646,10,0.97
Review of Keynesian Economics,2014,0.643,7,0.74
Journal of Consumer Policy,2014,0.642,34,2.19
Quantitative Finance,2014,0.639,56,0.81
International Journal of Gender and Entrepreneurship,2014,0.637,19,1.0
Journal of Macroeconomics,2014,0.637,37,0.86
Journal of Revenue and Pricing Management,2014,0.634,17,0.68
Public Budgeting and Finance,2014,0.632,20,0.79
Open Economies Review,2014,0.632,27,0.97
AStA Advances in Statistical Analysis,2014,0.631,19,1.15
North American Journal of Economics and Finance,2014,0.63,29,1.69
Canadian Journal of Agricultural Economics,2014,0.627,30,0.91
International Journal of Consumer Studies,2014,0.627,50,1.94
International Journal of Sports Marketing and Sponsorship,2014,0.624,15,0.59
CESifo Economic Studies,2014,0.622,23,0.86
Journal of Regulatory Economics,2014,0.619,48,1.23
Wine Economics and Policy,2014,0.612,11,1.63
Review of Economics of the Household,2014,0.611,24,0.94
International Journal of Finance and Economics,2014,0.607,33,1.18
International Relations of the Asia-Pacific,2014,0.606,19,1.27
Economics of Governance,2014,0.603,21,0.97
Ensayos Sobre Politica Economica,2014,0.599,5,0.1
Journal of Education Finance,2014,0.599,11,0.5
Journal of Evolutionary Economics,2014,0.598,61,1.31
Oxford Review of Economic Policy,2014,0.596,73,1.67
Applied Mathematical Finance,2014,0.595,24,0.69
Research in Transportation Business and Management,2014,0.593,16,1.23
Research in International Business and Finance,2014,0.589,27,1.69
Journal of East Asian Studies,2014,0.585,17,1.03
Review of Radical Political Economics,2014,0.577,23,0.73
Review of Derivatives Research,2014,0.574,24,0.64
Journal of Agricultural and Resource Economics,2014,0.569,40,0.74
Pacific Economic Review,2014,0.568,27,0.64
Journal of Financial Counseling and Planning,2014,0.568,29,0.62
Structural Change and Economic Dynamics,2014,0.563,38,1.32
FinanzArchiv,2014,0.559,12,0.78
E a M: Ekonomie a Management,2014,0.557,16,1.44
Engineering Economics,2014,0.557,24,1.13
Journal of Futures Markets,2014,0.554,45,0.82
Review of Quantitative Finance and Accounting,2014,0.55,33,0.88
Defence and Peace Economics,2014,0.549,31,0.79
Review of Development Finance,2014,0.542,9,0.6
Journal of Public Economic Theory,2014,0.539,28,0.65
China Agricultural Economic Review,2014,0.539,13,0.89
International Journal of Energy Economics and Policy,2014,0.537,18,0.94
International Review of Financial Analysis,2014,0.536,38,1.5
Public Finance Review,2014,0.531,26,0.68
Accounting Forum,2014,0.529,32,1.3
History of Political Economy,2014,0.528,25,0.48
Journal of Economics/ Zeitschrift für Nationalokonomie,2014,0.528,26,0.62
Risk Management and Insurance Review,2014,0.518,12,0.42
Agricultural and Resource Economics Review,2014,0.517,24,0.86
International Review of Finance,2014,0.516,12,1.82
Economic Systems,2014,0.514,29,1.12
International Journal of Applied Decision Sciences,2014,0.512,13,1.52
Review of Industrial Organization,2014,0.512,49,0.55
Journal of Accounting and Organizational Change,2014,0.512,17,1.22
"Financial Markets, Institutions and Instruments",2014,0.506,19,0.67
Education Economics,2014,0.501,27,0.66
Electronic Markets,2014,0.498,21,1.83
China and World Economy,2014,0.498,22,0.88
Journal of Entrepreneurship,2014,0.494,11,0.86
Review of Network Economics,2014,0.49,12,0.69
Journal of Risk,2014,0.49,7,0.55
Pacific Basin Finance Journal,2014,0.489,43,1.19
Applied Economics,2014,0.489,67,0.85
Quarterly Review of Economics and Finance,2014,0.486,42,1.03
"Environment, Development and Sustainability",2014,0.485,43,1.26
IMA Journal Management Mathematics,2014,0.485,27,0.74
Agribusiness,2014,0.481,36,1.23
Global Policy,2014,0.479,22,0.89
Economic Record,2014,0.479,37,1.18
Financial Markets and Portfolio Management,2014,0.478,18,0.74
Journal for Labour Market Research,2014,0.475,10,0.71
International Journal of Economic Theory,2014,0.474,9,0.25
Journal of World Trade,2014,0.473,29,0.68
Journal of Economic Interaction and Coordination,2014,0.47,16,1.04
Agricultural Economics (Czech Republic),2014,0.467,16,0.82
Finance Research Letters,2014,0.465,21,0.9
Journal of Asian Economics,2014,0.465,37,1.03
GAIA,2014,0.464,22,1.0
European Journal of the History of Economic Thought,2014,0.464,15,0.38
Journal of Competition Law and Economics,2014,0.463,19,0.95
Journal of Economic Issues,2014,0.457,36,0.77
Journal of Fixed Income,2014,0.457,10,0.49
Business Ethics,2014,0.456,21,1.02
Post-Communist Economies,2014,0.454,22,0.62
Journal of Cultural Economics,2014,0.453,34,1.12
International Journal of the Economics of Business,2014,0.452,21,0.37
Economics of Transition,2014,0.451,44,0.6
Environmental Economics and Policy Studies,2014,0.451,15,0.66
Venture Capital,2014,0.441,39,1.06
Accounting and Finance,2014,0.438,38,1.11
Space Policy,2014,0.437,18,0.54
International Review of Law and Economics,2014,0.436,37,0.57
Journal of Real Estate Literature,2014,0.435,14,0.54
Journal of Derivatives,2014,0.433,39,0.3
China Information,2014,0.433,19,1.0
"Journal of International Accounting, Auditing and Taxation",2014,0.432,33,1.18
Local Economy,2014,0.43,30,1.28
"Peace Economics, Peace Science and Public Policy",2014,0.43,12,0.42
Cato Journal,2014,0.428,26,0.49
Business and Professional Communication Quarterly,2014,0.427,28,1.29
Agricultural Finance Review,2014,0.425,18,0.71
Research in Economics,2014,0.423,22,0.64
International Finance,2014,0.421,34,0.73
Annals of Public and Cooperative Economics,2014,0.421,29,0.88
Foundations and Trends in Econometrics,2014,0.421,10,0.33
Eurasian Business Review,2014,0.42,9,1.65
Journal of Developmental Entrepreneurship,2014,0.415,18,0.68
Australasian Marketing Journal,2014,0.415,24,1.15
Financial History Review,2014,0.414,15,0.48
Global Finance Journal,2014,0.414,26,0.7
Journal of Behavioral and Experimental Economics,2014,0.413,48,0.7
Mind and Society,2014,0.409,13,1.27
International Social Security Review,2014,0.407,21,1.11
European Journal of Finance,2014,0.405,24,0.79
Journal of Operational Risk,2014,0.401,9,0.78
International Review of Applied Economics,2014,0.397,31,0.88
Emerging Markets Finance and Trade,2014,0.397,24,0.97
Annals of Economics and Finance,2014,0.396,19,0.76
Panoeconomicus,2014,0.395,12,0.93
Journal of Business Economics and Management,2014,0.395,27,1.04
International Review of Economics,2014,0.394,11,0.42
Journal of Behavioral Finance,2014,0.391,10,0.47
AgBioForum,2014,0.387,38,1.15
GENEVA Risk and Insurance Review,2014,0.385,17,0.47
"Politics, Philosophy and Economics",2014,0.384,16,0.74
Fiscal Studies,2014,0.381,34,1.14
National Institute Economic Review,2014,0.381,27,0.5
Historical Materialism,2014,0.38,24,0.69
African Finance Journal,2014,0.377,3,0.89
Scottish Journal of Political Economy,2014,0.375,42,0.46
Capital and Class,2014,0.374,20,1.23
Economic Change and Restructuring,2014,0.374,15,0.66
International Journal of Business Communication,2014,0.374,44,1.36
Economic Analysis and Policy,2014,0.371,18,0.93
Quarterly Journal of Austrian Economics,2014,0.37,9,0.55
International Journal of Market Research,2014,0.368,43,0.98
Manchester School,2014,0.368,34,0.38
WSEAS Transactions on Business and Economics,2014,0.367,12,1.5
Review of Social Economy,2014,0.366,27,0.6
Bulletin of Indonesian Economic Studies,2014,0.365,27,1.58
South Asia Research,2014,0.364,12,0.77
Journal of Social Entrepreneurship,2014,0.364,16,0.96
Japan and the World Economy,2014,0.364,28,0.78
Global Economy Journal,2014,0.363,14,0.35
Economics,2014,0.361,10,0.89
Journal of Economics and Business,2014,0.36,43,0.83
Economics and Philosophy,2014,0.359,32,0.91
Journal of Economic Studies,2014,0.356,30,0.86
Journal of the Knowledge Economy,2014,0.356,15,1.53
Property Management,2014,0.356,21,0.56
Financial Review,2014,0.354,37,0.64
Economic and Political Weekly,2014,0.352,39,0.45
Eastern Economic Journal,2014,0.352,17,0.63
Contributions to Political Economy,2014,0.35,15,1.07
Journal of Chinese Economic and Business Studies,2014,0.35,11,0.62
Review of Pacific Basin Financial Markets and Policies,2014,0.35,13,0.47
Managerial Auditing Journal,2014,0.348,43,0.81
Economic and Social Review,2014,0.348,22,0.87
International Journal of Entrepreneurship and Innovation Management,2014,0.347,19,0.57
Contemporary Economic Policy,2014,0.345,41,0.66
Prague Economic Papers,2014,0.345,10,0.61
Finance a Uver,2014,0.344,15,0.56
Zeitschrift für die gesamte Versicherungswissenschaft,2014,0.343,5,0.28
Global Economic Review,2014,0.343,15,0.57
Journal of International Financial Management and Accounting,2014,0.34,30,0.89
Computational Economics,2014,0.336,33,0.69
eJournal of Tax Research,2014,0.335,5,0.45
Journal of Economic Education,2014,0.334,41,1.06
SERIEs,2014,0.333,9,0.51
Investigaciones de Historia Economica,2014,0.332,8,0.33
International Journal of Sport Finance,2014,0.329,15,0.74
Engineering Economist,2014,0.326,28,0.71
Constitutional Political Economy,2014,0.326,23,0.69
Economie et Statistique,2014,0.323,9,0.34
Foundations and Trends in Microeconomics,2014,0.321,13,0.5
Research in Accounting Regulation,2014,0.321,13,0.62
Qualitative Research in Financial Markets,2014,0.32,9,0.41
Journal of Institutional and Theoretical Economics,2014,0.319,30,0.47
American Journal of Economics and Sociology,2014,0.318,31,0.34
Communications - Scientific Letters of the University of Zilina,2014,0.315,15,0.92
Indian Economic and Social History Review,2014,0.313,15,0.51
Applied Economics Letters,2014,0.312,39,0.46
Global Journal of Emerging Market Economies,2014,0.31,6,0.57
"City, Culture and Society",2014,0.31,16,0.71
International Journal of Product Development,2014,0.31,20,1.08
Academia Revista Latinoamericana de Administracion,2014,0.31,7,0.21
Zeitschrift fur Betriebswirtschaft,2014,0.309,9,0.42
International Journal of Islamic and Middle Eastern Finance and Management,2014,0.308,18,0.64
Capitalism and Society,2014,0.307,9,0.33
Economic Computation and Economic Cybernetics Studies and Research,2014,0.306,13,0.48
IZA Journal of European Labor Studies,2014,0.305,8,0.78
"International Review of Retail, Distribution and Consumer Research",2014,0.304,16,0.9
Japanese Economic Review,2014,0.304,22,0.42
Journal of Economic Policy Reform,2014,0.304,14,1.21
Journal of Multinational Financial Management,2014,0.303,34,0.77
Agris On-line Papers in Economics and Informatics,2014,0.303,11,0.46
Economic Research-Ekonomska Istrazivanja,2014,0.3,11,0.61
Legal Issues of Economic Integration,2014,0.3,7,0.65
Journal of Risk Finance,2014,0.299,24,0.73
Comparative economic studies,2014,0.299,14,0.52
Journal of Property Investment and Finance,2014,0.298,28,0.48
Young Consumers,2014,0.297,19,0.86
Applied Financial Economics,2014,0.297,44,0.48
Hacienda Publica Espanola,2014,0.296,10,0.33
Journal of Emerging Market Finance,2014,0.295,12,0.43
International Trade Journal,2014,0.295,15,0.24
Decisions in Economics and Finance,2014,0.294,12,0.53
Romanian Journal of Economic Forecasting,2014,0.294,12,0.33
Journal of Wealth Management,2014,0.293,9,0.35
Journal of Media Economics,2014,0.291,26,0.63
South African Journal of Economics,2014,0.291,24,0.59
Applied Econometrics and International Development,2014,0.29,7,0.28
IIMB Management Review,2014,0.289,11,0.62
Society and Economy,2014,0.288,8,0.6
Journal of Post Keynesian Economics,2014,0.287,34,0.55
"Journal of Social, Political, and Economic Studies",2014,0.285,8,0.29
Eastern European Economics,2014,0.285,17,0.42
Journal of Economic Asymmetries,2014,0.283,5,0.83
International Journal of Technology and Globalisation,2014,0.282,18,0.21
Review of Political Economy,2014,0.281,22,0.45
Journal of the Economic and Social History of the Orient,2014,0.281,22,0.37
Review of Financial Economics,2014,0.28,32,0.79
Asian Review of Accounting,2014,0.28,15,0.68
Foresight,2014,0.28,24,0.62
Intereconomics,2014,0.279,17,0.65
Review of Accounting and Finance,2014,0.279,14,0.54
Economie Internationale,2014,0.279,12,0.75
Transformations in Business and Economics,2014,0.275,16,0.41
McKinsey Quarterly,2014,0.274,28,1.16
Asia-Pacific Review,2014,0.273,7,0.31
Journal of Bioeconomics,2014,0.27,21,0.74
Journal of Financial Regulation and Compliance,2014,0.269,14,0.33
International Economics and Economic Policy,2014,0.267,18,0.58
Journal of Economic Cooperation and Development,2014,0.266,11,0.29
University of Pennsylvania Journal of International Economic Law,2014,0.266,20,0.25
International Journal of Social Economics,2014,0.263,32,0.5
Foundations and Trends in Marketing,2014,0.263,11,0.0
Asian Journal of Technology Innovation,2014,0.263,8,0.52
Revista de Historia Economica - Journal of Iberian and Latin American Economic History,2014,0.262,15,0.39
International Journal of Housing Markets and Analysis,2014,0.262,11,0.5
Spanish Review of Financial Economics,2014,0.262,5,0.19
International Review on Public and Nonprofit Marketing,2014,0.261,9,0.62
Economic and Labour Relations Review,2014,0.26,12,0.56
Developing Economies,2014,0.259,21,0.33
Journal of Economic Methodology,2014,0.256,26,0.72
Investment Analysts Journal,2014,0.256,11,0.74
Economia Politica,2014,0.255,9,0.58
Risk Management,2014,0.255,10,0.74
Revue Economique,2014,0.254,16,0.26
European Journal of Government and Economics,2014,0.252,4,0.56
Journal of Real Estate Portfolio Management,2014,0.252,15,0.39
Universia Business Review,2014,0.251,10,0.54
"Journal of Targeting, Measurement and Analysis for Marketing",2014,0.251,11,0.59
Journal of European Real Estate Research,2014,0.251,10,0.73
Investigaciones Regionales,2014,0.251,9,0.4
International Organizations Law Review,2014,0.25,14,0.38
Econ Journal Watch,2014,0.25,13,0.2
German Journal of Agricultural Economics,2014,0.249,7,0.31
"Journal of Public Budgeting, Accounting and Financial Management",2014,0.249,5,0.4
OECD Journal: Economic Studies,2014,0.248,11,0.0
Revista de Economia Politica/Brazilian Journal of Political Economy,2014,0.247,13,0.23
"International Journal of Accounting, Auditing and Performance Evaluation",2014,0.247,12,0.29
Journal of Enterprising Communities,2014,0.246,16,0.32
Revista de Economia e Sociologia Rural,2014,0.244,11,0.44
Eurasian Economic Review,2014,0.243,6,1.06
Review of Law and Economics,2014,0.241,15,0.34
Australian Economic Review,2014,0.241,25,0.7
Journal of Alternative Investments,2014,0.239,13,0.35
Scienze Regionali,2014,0.239,9,0.46
Australian Economic Papers,2014,0.238,11,0.41
Journal of Applied Economic Sciences,2014,0.237,7,0.38
Jahrbuch für Wirtschaftsgeschichte,2014,0.236,8,0.12
Amfiteatru Economic,2014,0.235,14,1.18
Chinese Economy,2014,0.235,10,0.26
Revista Brasileira de Economia,2014,0.235,9,0.24
Asia-Pacific Journal of Accounting and Economics,2014,0.234,8,0.47
Journal of Economics and Finance,2014,0.234,25,0.3
Journal of the History of Economic Thought,2014,0.233,15,0.3
Pacific Rim Property Research Journal,2014,0.232,13,0.33
Agrekon,2014,0.232,19,0.37
Journal of Entrepreneurship Education,2014,0.231,8,0.88
Journal of Pharmaceutical Health Services Research,2014,0.231,11,0.75
International Journal of Accounting and Information Management,2014,0.23,14,0.77
Business Information Review,2014,0.228,13,0.24
International Journal of Entrepreneurship and Small Business,2014,0.227,23,0.5
Journal of Financial Services Marketing,2014,0.227,14,0.26
Trziste,2014,0.226,3,0.37
Ekonomski Pregled,2014,0.225,7,0.16
Acta Oeconomica,2014,0.224,10,0.33
Economics Bulletin,2014,0.224,23,0.26
Asia-Pacific Financial Markets,2014,0.224,18,0.36
North Korean Review,2014,0.224,5,0.24
Asian Economic Policy Review,2014,0.224,15,0.37
Journal of Commercial Biotechnology,2014,0.224,13,0.36
Review of Austrian Economics,2014,0.223,28,0.57
Regional and Sectoral Economic Studies,2014,0.223,7,0.23
Contemporary Economics,2014,0.223,7,0.41
Economic Annals,2014,0.222,8,0.32
Managerial Finance,2014,0.222,31,0.32
Bulletin of Economic Research,2014,0.221,24,0.58
Studies in Nonlinear Dynamics and Econometrics,2014,0.221,25,0.25
International Journal of Green Economics,2014,0.219,11,0.24
Jurnal Ekonomi Malaysia,2014,0.218,4,0.16
Studies in Economics and Finance,2014,0.218,13,0.34
Journal of Risk Model Validation,2014,0.217,5,0.38
Accounting Research Journal,2014,0.217,9,0.72
Banking and Finance Review,2014,0.215,4,0.08
Revue Francaise de Gestion,2014,0.214,15,0.23
Zeitschrift für Wirtschaftsgeographie,2014,0.214,14,0.61
China Journal of Accounting Research,2014,0.214,7,0.88
Social Marketing Quarterly,2014,0.213,21,0.85
International Journal of Managerial Finance,2014,0.212,16,0.56
New Zealand Economic Papers,2014,0.212,10,0.29
Journal of Private Equity,2014,0.212,8,0.13
Trimestre Economico,2014,0.21,9,0.29
Investment Management and Financial Innovations,2014,0.209,10,0.26
Journal of Corporate Real Estate,2014,0.209,19,0.53
Social Geography,2014,0.208,9,1.0
Economic Notes,2014,0.208,17,0.29
Economia Aplicada,2014,0.208,7,0.07
Letters in Spatial and Resource Sciences,2014,0.207,10,0.84
Tijdschrift voor Sociale en Economische Geschiedenis,2014,0.207,10,0.46
International Journal of Economics and Financial Issues,2014,0.206,12,0.36
New Perspectives on Turkey,2014,0.206,13,0.64
European Research Studies Journal,2014,0.206,19,0.14
Comptabilite Controle Audit,2014,0.205,4,0.31
African Journal of Economic and Management Studies,2014,0.205,8,0.87
Geographie Economie Societe,2014,0.204,11,0.33
Actual Problems of Economics,2014,0.204,10,0.07
Journal of Applied Economics,2014,0.203,16,0.61
Estudios de Economia,2014,0.201,10,0.26
Singapore Economic Review,2014,0.2,11,0.28
Journal of Internet Banking and Commerce,2014,0.2,16,0.48
Economics and Sociology,2014,0.2,11,0.47
Investigacion Economica,2014,0.2,6,0.22
Revista de Estudios Regionales,2014,0.199,4,0.19
Electronic International Journal of Time Use Research,2014,0.198,4,0.44
Economists' Voice,2014,0.198,13,0.19
Journal of Economic Structures,2014,0.198,6,0.25
Journal of Advanced Research in Law and Economics,2014,0.197,8,0.0
Revista Espanola de Financiacion y Contabilidad,2014,0.197,13,0.45
International Journal of Economic Policy in Emerging Economies,2014,0.197,7,0.27
Economia delle Fonti di Energia e dell'Ambiente,2014,0.196,2,0.29
Asian-Pacific Economic Literature,2014,0.196,18,0.54
Berichte uber Landwirtschaft,2014,0.196,10,0.27
AStA Wirtschafts- und Sozialstatistisches Archiv,2014,0.194,6,0.56
Revista de Economia Mundial,2014,0.194,7,0.34
Value in Health Regional Issues,2014,0.193,11,0.75
REVESCO Revista de Estudios Cooperativos,2014,0.193,6,0.28
International Journal of Monetary Economics and Finance,2014,0.191,8,0.21
Revue d'Economie Industrielle,2014,0.191,9,0.21
NETNOMICS: Economic Research and Electronic Networking,2014,0.19,11,0.5
International Journal of Disclosure and Governance,2014,0.19,13,0.37
Pertanika Journal of Social Science and Humanities,2014,0.19,7,0.11
"Space and Culture, India",2014,0.19,5,0.36
European Journal of Law and Economics,2014,0.19,24,0.35
China Economic Journal,2014,0.189,11,0.28
Vierteljahresschrift fur Sozial und Wirtschaftsgeschichte,2014,0.189,5,0.09
CESifo Forum,2014,0.189,10,0.46
Journal of Financial Crime,2014,0.189,15,0.33
Economy of Region,2014,0.188,6,0.14
Juncture,2014,0.188,12,0.53
Journal of Real Estate Practice and Education,2014,0.188,11,0.25
Accounting in Europe,2014,0.188,12,0.95
China Finance Review International,2014,0.188,6,0.26
Indian Journal of Finance,2014,0.187,5,0.22
Economic Annals-XXI,2014,0.187,7,0.15
Asia-Pacific Journal of Financial Studies,2014,0.187,9,0.37
International Economic Journal,2014,0.187,11,0.29
Frontiers of Economics in China,2014,0.182,9,0.24
Zbornik Radova Ekonomskog Fakultet au Rijeci,2014,0.182,8,0.55
Journal of Financial Management of Property and Construction,2014,0.181,13,0.32
Academy of Entrepreneurship Journal,2014,0.181,7,0.47
Business Economics,2014,0.181,9,0.22
Indian Growth and Development Review,2014,0.18,7,0.27
Journal of Australian Political Economy,2014,0.18,10,0.16
Journal of Derivatives and Hedge Funds,2014,0.18,7,0.21
China: An International Journal,2014,0.179,11,0.47
Agricultural History Review,2014,0.177,17,0.3
International Advances in Economic Research,2014,0.177,20,0.11
Estudos Economicos,2014,0.176,8,0.18
Asian Social Science,2014,0.174,17,0.32
Humanomics,2014,0.174,12,0.58
BRQ Business Research Quarterly,2014,0.174,12,0.41
Algorithmic Finance,2014,0.173,5,0.58
Studies in Political Economy,2014,0.173,13,0.41
Hitotsubashi Journal of Economics,2014,0.173,8,0.19
Asian Affairs,2014,0.172,11,0.53
Problemas del Desarrollo,2014,0.171,4,0.19
Review of Black Political Economy,2014,0.17,13,0.13
Economics and Policy of Energy and the Environment,2014,0.17,5,0.35
Innovations,2014,0.169,6,0.07
"World Review of Entrepreneurship, Management and Sustainable Development",2014,0.168,11,0.33
Jahrbucher für Nationalokonomie und Statistik,2014,0.168,17,0.38
Atlantic Economic Journal,2014,0.167,19,0.2
South African Journal of Economic and Management Sciences,2014,0.167,11,0.29
Asian Academy of Management Journal of Accounting and Finance,2014,0.166,10,0.45
Asian Affairs,2014,0.166,4,0.0
Journal of Agribusiness in Developing and Emerging Economies,2014,0.165,6,0.13
International Journal of Development Issues,2014,0.164,9,0.73
International Journal of Business,2014,0.164,6,0.24
Croatian Economic Survey,2014,0.161,4,0.63
Journal of International Studies,2014,0.161,7,0.25
Journal of International Trade Law and Policy,2014,0.16,7,0.33
Portuguese Economic Journal,2014,0.16,11,0.2
Review of Economic Perspectives,2014,0.159,5,0.21
Economia Chilena,2014,0.159,4,0.23
Journal of Hospitality Financial Management,2014,0.159,8,0.09
Revista de Economia Aplicada,2014,0.159,9,0.37
Journal of Asian Pacific Communication,2014,0.159,13,0.38
Macroeconomics and Finance in Emerging Market Economies,2014,0.158,5,0.35
Cyprus Review,2014,0.158,10,0.18
"International Journal of Services, Economics and Management",2014,0.158,7,0.52
IZA Journal of Labor and Development,2014,0.158,7,0.32
Academy of Marketing Studies Journal,2014,0.157,10,0.35
Journal of Banking Regulation,2014,0.156,10,0.41
Agricultural and Food Economics,2014,0.156,7,0.53
Journal of Retail and Leisure Property,2014,0.156,10,0.0
International Journal of Revenue Management,2014,0.155,9,0.28
Journal of Private Enterprise,2014,0.155,7,0.14
Open Pharmacoeconomics and Health Economics Journal,2014,0.155,3,0.33
Czech Economic Review,2014,0.154,4,0.41
Risk and Decision Analysis,2014,0.154,6,0.33
International Journal of Intelligent Unmanned Systems,2014,0.153,6,0.44
Revue d'Economie du Developpement,2014,0.152,7,0.1
International Journal of Euro-Mediterranean Studies,2014,0.15,4,0.35
International Research Journal of Finance and Economics,2014,0.15,16,0.3
"International Journal of Banking, Accounting and Finance",2014,0.149,7,0.18
Journal of Income Distribution,2014,0.149,8,0.19
PharmacoEconomics - German Research Articles,2014,0.148,3,0.57
Economia e Politica Industriale,2014,0.148,5,0.41
International Journal of Digital Accounting Research,2014,0.147,8,0.91
Transnational Corporations,2014,0.147,20,0.14
"Travail, Genre et Societe",2014,0.146,12,0.17
"Journal of Economics, Finance and Administrative Science",2014,0.146,6,0.26
Journal of Economic Integration,2014,0.146,5,0.32
Cuadernos de Economia,2014,0.145,4,0.15
Statistical Journal of the IAOS,2014,0.144,12,0.27
Etudes Rurales,2014,0.144,8,0.26
Energy Studies Review,2014,0.143,3,0.24
Competition Policy International,2014,0.143,10,0.07
Revue de l'OFCE,2014,0.142,12,0.18
"Citizenship, Social and Economics Education",2014,0.142,4,0.31
International Journal of Entrepreneurship,2014,0.142,7,0.21
Journal of Korea Trade,2014,0.141,3,0.25
Cuadernos de Desarrollo Rural,2014,0.141,6,0.15
Privredna Kretanja i Ekonomska Politika,2014,0.14,5,0.07
World Customs Journal,2014,0.14,10,0.32
Entreprises et Histoire,2014,0.14,7,0.04
America Latina en la Historia Economica,2014,0.139,3,0.17
Australian Economic History Review,2014,0.139,13,0.75
Academy of Accounting and Financial Studies Journal,2014,0.139,5,0.24
Revista de Metodos Cuantitativos para la Economia y la Empresa,2014,0.137,6,0.1
Journal of Marketing Analytics,2014,0.137,4,0.29
South East European Journal of Economics and Business,2014,0.137,7,0.35
Revue d'Etudes Comparatives Est-Ouest,2014,0.137,8,0.07
Nova Economia,2014,0.136,5,0.18
Rivista Internazionale di Scienze Sociali,2014,0.136,5,0.26
EuroMed Journal of Business,2014,0.135,13,0.28
Journal of South Asian Development,2014,0.134,9,0.57
Desarrollo Economico: Revista de Ciencias Sociales,2014,0.133,15,0.0
Afro-Asian Journal of Finance and Accounting,2014,0.133,6,0.11
Erasmus Journal for Philosophy and Economics,2014,0.132,6,0.38
Mediterranean Journal of Social Sciences,2014,0.131,16,0.1
Banking Law Journal,2014,0.131,5,0.0
Journal of Economics and Economic Education Research,2014,0.131,4,0.17
International Journal of Economics and Management,2014,0.131,13,0.16
Agroalimentaria,2014,0.131,5,0.17
Advances in Consumer Research,2014,0.13,19,0.06
Irish Studies in International Affairs,2014,0.13,7,0.11
Finance and Development,2014,0.129,28,0.4
Betriebswirtschaftliche Forschung und Praxis,2014,0.128,5,0.04
Korean Economic Review,2014,0.127,2,0.1
Journal des Economistes et des Etudes Humaines,2014,0.127,9,0.0
Revista de Economia del Rosario,2014,0.127,3,0.22
DLSU Business and Economics Review,2014,0.127,6,0.1
Cuadernos de Administracion,2014,0.127,6,0.18
Accounting Perspectives,2014,0.127,13,0.19
Recherches economiques de Louvain,2014,0.127,7,0.15
International Journal of Business and Society,2014,0.126,8,0.14
Journal of Asia Business Studies,2014,0.126,8,0.24
Entrepreneurial Executive,2014,0.126,5,0.44
Asian Journal of WTO and International Health Law and Policy,2014,0.126,6,0.0
Recta,2014,0.126,3,0.09
Revista Galega de Economia,2014,0.124,5,0.01
Institutions and Economies,2014,0.124,5,0.2
The Forum for Social Economics,2014,0.124,5,0.15
Law and Economics Yearly Review,2014,0.124,4,0.18
Review of Behavioral Finance,2014,0.124,7,0.53
Banks and Bank Systems,2014,0.123,10,0.07
Fuzzy Economic Review,2014,0.123,8,0.19
International Journal of Business Research,2014,0.122,4,0.09
Malaysian Journal of Economic Studies,2014,0.122,6,0.27
Asia-Pacific Social Science Review,2014,0.122,4,0.17
Argumenta Oeconomica,2014,0.122,4,0.1
Journal of Economic Theory and Econometrics,2014,0.121,3,0.06
Social and Economic Studies,2014,0.121,5,0.1
"European Journal of Economics, Finance and Administrative Sciences",2014,0.121,11,0.16
Latin American Journal of Economics,2014,0.121,10,0.29
"Journal of King Abdulaziz University, Islamic Economics",2014,0.121,6,0.31
Gadjah Mada International Journal of Business,2014,0.121,5,0.0
Revue Internationale de Droit Economique,2014,0.12,6,0.02
Global Business and Economics Review,2014,0.119,9,0.31
European Research on Management and Business Economics,2014,0.119,8,0.36
Journal of Comparative Asian Development,2014,0.119,6,0.33
CEPAL Review,2014,0.119,10,0.13
Revista de Analisis Economico,2014,0.119,4,0.18
International Journal on Hydropower and Dams,2014,0.118,14,0.12
Baltic Journal of Economics,2014,0.117,5,0.32
China Business Review,2014,0.117,10,0.12
International Insolvency Review,2014,0.117,6,0.13
History of Economic Ideas,2014,0.117,4,0.11
Journal for Studies in Economics and Econometrics,2014,0.116,7,0.03
Pulp and Paper Canada,2014,0.116,26,0.07
CESifo DICE Report,2014,0.114,7,0.12
London Business School Review,2014,0.113,10,0.04
Borsa Istanbul Review,2014,0.113,7,0.33
"Economia Mexicana, Nueva Epoca",2014,0.113,3,0.07
Journal of Business Valuation and Economic Loss Analysis,2014,0.113,6,0.44
Economie et Prevision,2014,0.113,11,0.0
Israel Economic Review,2014,0.113,3,0.22
Mondes En Developpement,2014,0.112,9,0.06
Economies et Societes,2014,0.112,2,0.05
Scientific Annals of Economics and Business,2014,0.112,3,0.07
Travail et Emploi,2014,0.112,5,0.04
China Nonprofit Review,2014,0.112,3,0.12
"Journal Globalization, Competitiveness and Governability",2014,0.111,3,0.1
Cuadernos de Economia,2014,0.111,3,0.16
Contributions to Economic Analysis and Policy,2014,0.111,18,0.0
International Journal of Applied Business and Economic Research,2014,0.111,8,0.09
Revista de Economia Institucional,2014,0.111,5,0.07
International Journal of Technoentrepreneurship,2014,0.111,6,0.0
International Journal of Economic Perspectives,2014,0.11,8,0.04
Economic and Labour Market Review,2014,0.109,9,0.0
International Commerce Review,2014,0.109,3,0.0
